index,city_development_index,relevant_experience,enrolled_university,education_level,experience,company_size,last_new_job,gender_Male,gender_Female,major_discipline_Non-STEM,major_discipline_STEM,company_type_Early Startup,company_type_Funded Startup,company_type_NGO,company_type_Public Sector,company_type_Pvt Ltd,target
2520,4,1,2,2,0,3,2,1,0,0,1,0,0,0,0,1,0
2521,4,1,0,3,0,1,1,1,0,0,1,0,0,0,0,1,1
2522,4,1,0,4,3,1,5,0,1,0,1,0,0,1,0,0,0
2523,4,1,0,2,3,0,2,1,0,0,1,0,0,0,0,1,0
2524,4,1,0,2,3,0,1,1,0,1,0,0,0,0,0,0,0
2525,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
2526,4,1,0,3,3,1,5,1,0,0,1,0,0,0,0,1,0
2527,4,1,0,2,3,0,2,1,0,0,1,1,0,0,0,0,0
2528,4,0,0,2,2,1,1,1,0,0,1,0,1,0,0,0,0
2529,3,1,0,2,1,0,1,1,0,0,1,0,1,0,0,0,0
2530,1,0,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0
2531,3,1,0,3,1,0,5,1,0,0,1,0,0,0,0,1,0
2532,4,1,1,2,1,0,2,1,0,1,0,0,0,0,0,1,0
2533,4,0,0,2,3,0,1,1,0,0,1,0,1,0,0,0,0
2534,3,0,0,2,3,1,5,1,0,0,1,0,0,0,0,1,0
2535,4,1,0,3,3,2,2,1,0,0,1,0,0,0,0,1,0
2536,4,1,0,2,2,0,4,1,0,0,1,0,0,0,0,1,0
2537,4,1,2,2,1,0,1,1,0,0,1,0,0,0,0,1,0
2538,3,1,0,2,3,1,5,1,0,0,1,0,0,0,0,1,0
2539,4,0,2,2,0,3,1,1,0,0,1,0,0,0,0,1,1
2541,4,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1,0
2542,3,1,1,3,1,1,2,1,0,0,1,0,0,0,0,1,0
2543,4,0,0,2,1,1,5,0,1,1,0,0,0,0,0,1,1
2544,1,1,2,3,0,0,1,1,0,0,1,0,0,0,0,1,0
2545,4,0,0,3,3,0,2,1,0,0,1,0,0,0,0,1,0
2547,1,1,0,2,0,1,1,1,0,0,1,0,0,0,0,1,1
2548,0,1,0,2,2,0,5,1,0,0,1,1,0,0,0,0,1
2549,4,1,0,3,3,0,1,1,0,0,1,0,0,1,0,0,0
2550,4,1,0,2,1,0,1,0,1,0,1,1,0,0,0,0,0
2551,0,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,1
2552,3,1,0,3,3,2,5,1,0,0,1,0,0,0,0,1,1
2553,3,1,0,2,0,1,2,1,0,0,1,0,0,0,0,1,1
2554,4,1,0,2,2,2,1,1,0,0,1,0,0,0,0,1,0
2555,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2556,4,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1,1
2557,4,0,0,2,3,0,5,1,0,0,1,0,0,0,0,1,1
2558,2,1,0,2,1,1,5,1,0,0,1,0,0,0,0,1,0
2559,4,1,0,2,1,3,1,1,0,0,1,0,0,0,0,1,0
2560,3,1,0,3,3,1,1,1,0,0,1,0,0,0,0,1,0
2561,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
2562,4,1,0,2,3,0,2,1,0,0,1,0,0,0,0,1,1
2563,4,0,2,2,0,1,0,1,0,0,1,0,0,0,0,1,0
2565,4,1,0,3,3,1,4,1,0,0,1,0,0,1,0,0,0
2566,4,1,0,2,3,0,2,1,0,0,1,0,0,0,0,1,1
2567,2,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1,0
2568,4,0,0,2,1,0,2,1,0,0,1,0,0,0,0,1,1
2569,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2570,3,1,2,2,1,0,1,1,0,0,1,0,0,0,0,1,0
2571,4,1,0,3,3,1,5,1,0,0,1,0,0,0,0,1,0
2572,4,1,0,2,0,0,1,1,0,0,1,0,1,0,0,0,0
2573,2,1,1,2,1,2,5,1,0,1,0,0,0,0,0,1,0
2574,3,0,1,2,0,0,1,1,0,0,1,0,0,0,0,1,0
2575,4,1,0,3,0,1,1,1,0,0,1,0,1,0,0,0,0
2576,4,1,0,2,2,0,2,1,0,0,1,0,1,0,0,0,0
2577,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1
2578,2,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2580,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2581,4,0,2,2,0,1,0,1,0,0,1,0,0,0,0,1,0
2582,3,0,0,3,1,0,1,1,0,1,0,0,0,0,0,1,0
2583,4,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1,0
2584,4,1,0,2,3,3,4,0,0,0,1,0,0,0,0,1,0
2585,1,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,1
2586,4,1,0,2,3,2,4,1,0,0,1,0,0,0,0,1,0
2587,4,1,0,2,2,0,5,1,0,0,1,0,0,0,0,1,0
2588,4,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1,0
2590,4,1,0,2,2,0,2,1,0,0,1,0,0,0,0,1,0
2591,4,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,0
2592,4,1,0,2,3,3,2,1,0,0,1,0,0,0,0,1,0
2593,1,1,0,3,0,0,2,1,0,0,1,0,0,0,0,1,1
2594,3,1,2,2,0,1,1,1,0,0,1,0,0,0,0,1,0
2595,1,1,2,2,0,0,1,1,0,0,1,0,0,0,0,1,1
2596,4,1,0,2,1,2,3,1,0,0,1,0,0,0,0,1,0
2597,4,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1,1
2598,3,1,0,2,1,0,0,1,0,0,1,0,0,0,0,1,0
2599,4,1,1,1,1,0,2,1,0,0,0,0,0,0,1,0,1
2600,4,1,0,2,3,1,5,1,0,0,1,0,0,0,0,1,0
2601,1,1,0,2,1,3,1,0,1,0,1,0,0,0,0,1,0
2602,2,0,2,2,1,1,1,1,0,1,0,0,0,0,0,1,0
2603,4,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1,0
2604,4,1,0,2,1,0,4,1,0,0,1,0,0,0,0,1,0
2605,0,1,0,2,0,1,1,1,0,0,1,0,0,0,0,1,1
2606,4,1,0,2,3,2,5,1,0,0,1,0,0,0,0,1,1
2607,4,1,0,2,1,2,4,1,0,0,1,0,0,1,0,0,0
2608,1,1,0,2,1,0,3,1,0,0,1,0,0,0,0,1,0
2609,1,0,2,2,0,0,0,0,1,0,1,0,0,0,0,1,1
2610,4,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2611,3,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,0
2612,2,0,2,2,0,0,1,1,0,0,1,0,0,0,0,1,1
2613,3,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,0
2614,4,1,0,2,2,1,5,1,0,0,1,0,0,0,0,1,0
2615,4,1,0,2,3,1,5,1,0,0,1,0,0,0,0,1,0
2616,4,0,0,3,2,1,2,1,0,1,0,0,0,0,0,1,0
2617,4,1,0,2,3,1,5,1,0,0,1,0,0,0,0,1,0
2618,4,1,0,3,1,2,1,1,0,0,1,0,0,1,0,0,0
2619,1,1,0,2,0,0,2,1,0,0,1,0,0,0,0,1,0
2620,3,0,0,2,1,3,1,1,0,0,1,0,0,0,0,1,0
2621,1,1,0,2,3,0,5,0,1,0,1,0,0,0,0,1,1
2622,4,0,2,2,1,0,1,0,0,1,0,0,0,1,0,0,0
2623,4,1,0,3,2,1,1,1,0,0,1,0,0,0,0,1,0
2624,4,1,0,4,3,3,1,1,0,0,1,0,0,0,1,0,0
2625,4,1,0,2,3,2,2,1,0,0,1,0,0,0,0,1,0
2626,4,1,0,3,3,0,1,1,0,0,1,0,0,0,0,1,0
2627,4,0,0,3,1,3,2,1,0,0,1,0,0,1,0,0,0
2628,4,1,0,2,0,2,1,1,0,0,1,0,0,0,0,1,0
2629,4,1,0,3,3,3,2,1,0,0,1,0,0,0,0,1,0
2630,1,1,0,2,1,0,4,1,0,0,1,0,0,0,0,1,0
2631,4,0,2,2,1,0,1,1,0,0,1,0,0,0,0,1,0
2632,4,0,2,3,2,3,0,1,0,1,0,0,0,0,0,1,0
2633,4,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,0
2634,1,1,0,2,1,1,0,1,0,0,1,0,0,0,0,1,0
2635,4,1,0,2,0,3,1,1,0,0,1,0,0,0,0,1,0
2636,4,1,0,2,3,0,1,1,0,0,1,0,1,0,0,0,0
2638,4,0,0,2,0,1,1,0,1,0,1,0,0,1,0,0,0
2639,1,0,2,3,0,0,0,1,0,0,1,0,0,0,0,1,1
2640,3,0,2,2,0,0,1,1,0,0,1,0,0,0,0,1,0
2641,4,1,0,2,2,0,2,1,0,0,1,0,1,0,0,0,0
2642,4,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1,1
2643,4,1,0,2,2,0,1,1,0,0,1,0,0,0,0,1,0
2644,4,0,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0
2645,4,1,0,2,3,0,2,1,0,0,1,0,0,0,0,1,0
2646,4,0,2,1,0,1,2,1,0,0,0,0,0,0,1,0,1
2647,1,0,2,1,0,2,0,1,0,0,0,0,0,0,0,1,0
2648,4,0,2,3,0,0,2,1,0,0,1,0,0,0,1,0,1
2649,1,1,0,3,0,3,2,1,0,1,0,0,0,0,0,1,1
2650,3,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,0
2651,4,1,0,4,2,1,2,1,0,0,1,0,0,0,0,1,0
2652,1,1,0,2,2,0,1,1,0,0,1,0,1,0,0,0,0
2653,1,1,1,3,2,0,0,1,0,0,1,0,0,0,0,1,0
2654,4,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,0
2655,4,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0
2656,4,1,0,3,2,3,2,1,0,0,1,0,0,0,0,1,0
2657,1,0,2,2,1,0,0,1,0,0,1,0,0,0,0,1,0
2658,4,1,0,3,3,3,5,1,0,0,1,0,0,0,0,1,0
2659,4,1,1,3,0,3,1,1,0,1,0,0,0,0,0,1,0
2661,2,1,0,1,3,3,2,1,0,0,0,0,0,0,1,0,0
2662,1,1,2,3,2,1,5,0,1,0,1,0,0,0,0,1,1
2663,4,0,0,2,1,3,0,1,0,0,1,0,0,0,0,1,1
2664,3,1,0,2,1,0,1,1,0,0,1,0,1,0,0,0,0
2665,3,1,0,3,1,0,3,1,0,0,1,0,0,0,0,1,0
2666,1,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,0
2667,4,1,1,2,2,0,1,1,0,0,1,0,1,0,0,0,0
2668,3,1,0,3,1,0,5,1,0,0,1,0,0,0,0,1,0
2669,4,1,0,2,3,0,2,1,0,0,1,0,0,0,0,1,1
2670,2,1,0,2,3,0,2,1,0,0,1,0,0,0,0,1,0
2671,3,1,0,2,1,1,5,1,0,0,1,0,0,0,0,1,0
2672,4,0,2,2,0,3,1,1,0,0,1,0,0,0,0,1,0
2673,3,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1,0
2674,4,1,0,2,2,0,2,1,0,0,1,0,0,0,0,1,0
2675,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2676,4,1,0,3,3,2,4,1,0,0,1,0,0,0,0,1,0
2677,4,0,0,2,0,3,1,0,1,0,1,0,0,0,1,0,0
2678,3,1,0,2,3,0,1,1,0,1,0,0,0,0,0,1,0
2679,4,1,2,2,2,1,3,1,0,0,1,0,0,0,0,1,0
2680,3,1,0,2,2,0,3,1,0,0,1,0,0,0,0,1,0
2681,2,1,0,2,1,1,4,1,0,0,1,0,0,0,0,1,0
2682,4,1,0,3,0,2,1,1,0,0,1,0,0,0,0,1,0
2683,1,1,0,3,0,0,1,1,0,0,1,0,0,0,0,1,1
2684,1,1,0,3,0,1,1,1,0,0,1,0,0,0,0,1,0
2685,4,1,0,2,3,1,2,1,0,0,1,0,0,0,0,1,0
2686,4,1,0,2,2,0,3,1,0,0,1,0,0,0,0,1,1
2687,3,0,2,2,1,0,1,1,0,0,1,0,0,0,0,1,1
2688,4,1,0,2,2,0,2,1,0,0,1,0,0,0,0,1,0
2689,1,1,0,2,1,3,1,1,0,0,1,0,0,0,0,1,1
2690,2,1,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0
2691,4,1,0,2,2,0,3,1,0,0,1,0,0,0,0,1,0
2692,3,0,0,3,1,0,5,1,0,0,1,0,0,0,0,1,0
2693,4,1,0,2,3,1,5,1,0,0,1,0,0,0,0,1,0
2694,4,1,0,2,1,2,1,1,0,0,1,0,0,0,0,1,0
2695,0,1,0,2,1,0,1,1,0,0,1,0,0,0,1,0,1
2696,2,1,0,2,2,0,4,1,0,0,1,0,0,0,0,1,1
2697,3,0,2,1,2,2,1,1,0,0,0,0,0,0,0,1,1
2698,2,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1,0
2699,1,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,1
2700,3,1,0,3,1,0,1,1,0,0,1,0,1,0,0,0,0
2701,1,1,0,2,0,3,0,1,0,0,1,0,0,0,0,1,0
2702,1,1,2,3,0,0,2,1,0,0,1,0,0,0,0,1,1
2704,3,1,2,2,0,0,1,1,0,1,0,0,0,0,0,1,1
2705,3,1,2,2,2,3,2,1,0,0,1,0,0,0,0,1,0
2706,3,1,0,3,1,0,2,1,0,0,1,0,0,0,0,1,0
2707,4,0,0,2,1,3,1,1,0,0,1,0,0,0,0,1,0
2708,4,1,0,2,0,1,1,1,0,0,1,0,0,0,0,1,0
2709,1,1,0,3,1,1,1,1,0,0,1,0,0,0,0,1,1
2710,3,1,0,3,3,1,1,1,0,0,1,0,0,0,0,1,0
2711,4,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1,0
2712,4,0,2,3,2,0,1,1,0,0,1,0,0,1,0,0,0
2713,4,1,0,2,1,0,5,1,0,0,1,0,0,0,0,1,1
2714,3,0,0,3,1,3,2,1,0,1,0,0,0,0,1,0,0
2715,1,1,0,2,1,0,3,0,1,0,1,0,0,0,0,1,0
2716,1,1,1,3,1,0,3,1,0,0,1,0,0,0,0,1,1
2718,4,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1,0
2719,2,1,0,2,3,0,5,0,1,0,1,0,0,0,0,1,0
2720,4,1,0,2,0,2,1,1,0,1,0,0,0,1,0,0,0
2721,4,1,0,2,3,2,2,1,0,0,1,0,0,0,0,1,0
2722,4,1,0,3,0,0,1,1,0,0,1,0,0,0,0,1,0
2723,1,0,2,2,1,0,0,1,0,0,1,0,0,0,0,1,1
2724,4,1,1,2,3,1,1,1,0,0,1,0,0,1,0,0,0
2725,1,1,0,2,0,1,4,1,0,0,1,0,0,0,0,1,1
2728,3,1,0,3,1,0,1,1,0,1,0,0,0,0,0,1,0
2730,1,1,0,3,1,0,5,1,0,0,1,0,0,0,0,1,0
2731,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2732,4,1,0,2,2,0,1,1,0,0,1,0,0,0,0,1,0
2733,1,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,1
2734,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,1
2735,4,1,0,2,2,0,4,1,0,0,1,0,0,0,0,1,1
2737,4,0,0,2,1,3,5,1,0,0,1,0,0,0,0,1,0
2738,4,1,1,2,1,2,0,1,0,0,1,0,0,1,0,0,0
2739,3,1,0,3,2,0,1,0,1,0,1,0,0,0,0,1,0
2740,3,1,0,2,2,0,1,0,1,0,1,0,0,0,0,1,0
2741,1,1,2,2,0,0,1,1,0,0,1,0,0,0,0,1,1
2742,1,1,2,2,1,1,2,1,0,0,1,0,0,0,0,1,0
2743,3,0,2,2,0,0,0,1,0,0,1,0,0,0,0,1,0
2744,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
2745,1,1,2,2,1,3,1,1,0,0,1,0,0,0,0,1,0
2746,4,1,2,3,1,0,4,1,0,0,1,0,0,0,0,1,1
2747,1,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,1
2748,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1,1
2749,3,1,0,2,2,0,4,1,0,0,1,0,0,0,0,1,0
2750,3,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1,0
2752,4,1,2,2,1,1,1,1,0,0,1,0,0,0,0,1,0
2753,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0
2754,2,1,1,2,1,0,3,0,1,0,1,0,0,0,0,1,0
2755,2,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1,0
2756,1,0,1,2,0,0,1,1,0,1,0,0,0,0,0,1,1
2757,3,1,0,4,3,0,5,1,0,0,1,0,0,0,0,1,0
2758,4,1,0,2,0,3,1,1,0,1,0,0,0,0,0,1,0
2759,4,1,0,2,2,2,1,1,0,0,1,0,0,0,0,1,0
2760,4,1,0,2,3,3,5,0,1,0,1,0,0,0,0,1,0
2761,1,0,0,2,0,0,2,1,0,0,1,0,0,0,0,1,1
2762,4,1,0,3,3,1,1,1,0,0,1,0,1,0,0,0,0
2763,4,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1,0
2764,4,1,0,2,2,2,1,1,0,0,1,0,0,1,0,0,0
2765,3,1,2,2,2,0,1,1,0,0,1,0,0,0,0,1,0
2766,4,1,0,2,3,0,5,1,0,0,1,0,1,0,0,0,0
2768,1,0,2,2,0,0,0,1,0,0,1,0,0,0,0,1,0
2769,4,1,0,1,2,0,5,1,0,0,0,0,0,0,0,1,0
2770,4,1,0,2,1,0,5,1,0,0,1,0,0,0,0,1,0
2771,4,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1
2772,3,1,0,2,2,0,3,1,0,0,1,0,0,0,0,1,0
2773,3,1,2,2,0,3,2,1,0,0,1,0,0,0,0,1,0
2774,4,1,0,2,1,2,5,1,0,0,1,0,0,0,0,1,0
2775,4,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1,0
2777,1,0,1,3,1,2,1,1,0,0,1,0,0,0,0,1,0
2778,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2779,4,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1,0
2780,1,1,0,2,1,1,3,1,0,0,1,0,0,0,0,1,0
2781,2,1,2,2,0,2,1,1,0,0,1,0,0,0,0,1,0
2782,1,1,0,2,0,3,1,1,0,0,1,0,0,0,0,1,0
2783,1,0,2,2,0,0,1,0,0,0,1,0,0,0,0,1,1
2784,1,0,0,2,1,2,0,0,1,0,1,0,0,0,0,1,0
2785,1,1,0,2,1,1,1,1,0,0,1,0,0,1,0,0,0
2786,2,0,0,3,1,1,5,1,0,1,0,0,0,0,1,0,0
2787,3,1,0,2,2,1,5,1,0,0,1,0,0,0,0,1,0
2788,4,0,0,2,1,3,5,1,0,0,1,0,0,0,0,1,0
2789,3,1,0,3,3,1,5,1,0,0,1,0,0,0,0,1,0
2790,4,1,0,2,3,1,1,1,0,0,1,0,0,0,0,1,0
2791,2,1,0,2,3,0,2,1,0,0,1,0,0,0,0,1,1
2792,3,1,0,3,1,0,0,1,0,0,1,1,0,0,0,0,0
2793,4,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1,1
2794,2,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1,0
2795,0,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,1
2796,2,1,2,2,0,0,2,1,0,0,1,0,0,0,0,1,0
2797,4,0,2,2,0,0,0,1,0,1,0,0,0,0,0,1,1
2798,3,1,0,2,3,3,5,1,0,0,1,0,0,0,0,1,1
2799,4,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1,1
2800,4,1,0,2,3,1,1,1,0,0,1,0,0,0,0,1,0
2801,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1
2802,4,1,0,2,3,1,3,1,0,0,1,0,0,0,0,1,0
2803,4,1,0,3,1,0,3,1,0,0,1,0,0,0,0,1,0
2804,4,1,0,2,2,1,5,1,0,0,1,0,0,0,0,1,0
2805,4,1,0,2,2,1,5,1,0,0,1,0,0,0,0,1,0
2807,4,1,0,3,3,1,5,1,0,0,1,0,0,0,0,1,1
2808,3,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1,0
2809,4,1,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0
2810,4,0,0,3,3,0,5,1,0,0,1,0,0,0,0,1,0
2811,4,1,2,4,2,0,5,1,0,0,1,0,0,0,0,1,0
2812,0,0,0,2,1,0,1,1,0,1,0,0,0,0,0,1,1
2813,3,1,0,3,2,1,5,0,1,0,1,0,0,0,0,1,0
2814,3,1,0,3,3,3,1,1,0,0,1,0,0,0,0,1,0
2815,2,1,0,3,0,0,2,1,0,0,1,0,1,0,0,0,0
2816,4,1,0,2,2,0,1,1,0,0,1,0,1,0,0,0,0
2817,1,1,1,2,1,1,1,1,0,0,1,0,0,0,0,1,0
2818,4,1,0,2,2,1,2,1,0,0,1,0,0,0,0,1,0
2819,2,1,2,2,2,0,3,1,0,0,1,0,0,0,0,1,0
2820,4,1,0,2,3,3,5,1,0,0,1,0,0,0,1,0,0
2821,2,1,0,3,1,2,1,1,0,0,1,0,0,0,0,1,0
2822,4,1,0,2,3,0,3,1,0,0,1,0,0,0,0,1,0
2823,4,0,0,2,3,2,1,1,0,0,1,0,0,0,0,1,0
2824,3,1,0,2,3,3,5,1,0,0,1,0,0,0,0,1,0
2825,4,1,0,3,3,3,1,1,0,0,1,0,0,0,0,1,0
2826,4,1,0,2,1,1,2,1,0,1,0,0,0,0,0,1,1
2827,4,1,0,3,3,0,1,1,0,0,1,0,0,0,0,1,0
2828,3,1,0,3,3,0,1,1,0,0,1,0,0,0,0,1,0
2829,3,1,0,3,2,3,1,1,0,0,1,0,0,0,0,1,0
2830,4,0,0,2,3,1,2,1,0,0,1,0,0,0,0,1,0
2831,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2832,3,1,2,2,1,1,0,1,0,0,1,0,0,0,0,1,0
2833,4,0,0,1,1,0,5,1,0,0,0,0,0,0,0,1,0
2834,4,1,0,3,3,1,5,0,1,0,1,0,0,0,0,1,0
2835,1,0,2,1,1,2,0,1,0,0,0,0,0,0,0,1,0
2836,1,0,0,1,1,0,5,1,0,0,0,0,0,0,0,1,0
2837,2,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1,0
2838,4,1,0,3,1,0,1,1,0,0,1,0,0,0,0,1,0
2839,1,1,0,2,1,0,1,1,0,0,1,1,0,0,0,0,0
2840,4,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1,0
2841,4,1,0,2,3,3,4,1,0,0,1,0,0,0,0,1,0
2842,4,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1,0
2843,3,1,0,2,3,3,5,1,0,0,1,0,0,0,0,1,0
2844,1,1,1,4,0,0,1,1,0,1,0,0,0,0,0,1,1
2845,4,0,2,3,2,0,0,1,0,0,1,0,0,0,0,1,1
2846,4,1,0,2,3,1,5,0,1,0,1,0,0,1,0,0,0
2847,3,1,0,1,3,0,5,1,0,0,0,0,0,0,0,1,0
2848,4,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0
2849,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0
2850,4,1,0,3,1,0,1,1,0,0,1,0,0,0,0,1,0
2851,4,0,2,2,0,0,1,1,0,0,1,0,0,0,0,1,1
2852,3,1,0,2,1,3,1,1,0,0,1,0,0,0,0,1,0
2853,3,1,0,2,0,1,2,1,0,0,1,0,1,0,0,0,0
2854,3,1,1,2,3,3,5,0,1,0,1,0,0,0,0,1,0
2856,4,0,2,1,1,0,2,1,0,0,0,0,0,0,1,0,1
2857,3,1,1,2,3,3,3,1,0,0,1,0,0,0,0,1,0
2858,4,1,0,4,3,0,1,1,0,0,1,0,0,0,0,1,0
2859,4,0,2,2,0,0,1,1,0,0,1,0,0,0,0,1,1
2860,4,1,0,3,3,1,5,1,0,0,1,0,0,0,0,1,1
2861,4,1,0,3,3,1,5,1,0,0,1,0,0,0,0,1,1
2862,4,1,0,2,3,1,5,1,0,0,1,0,1,0,0,0,0
2863,2,1,0,3,1,0,1,1,0,0,1,0,1,0,0,0,1
2864,1,1,0,2,0,2,1,1,0,0,1,0,0,0,0,1,1
2865,4,1,0,3,3,3,1,1,0,0,1,0,0,0,0,1,0
2866,3,1,0,2,3,0,4,1,0,0,1,0,0,0,0,1,0
2867,3,1,0,2,3,1,0,1,0,0,1,0,0,0,0,1,0
2868,4,1,0,2,3,2,5,1,0,0,1,0,0,0,0,1,0
2869,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2870,2,1,0,2,2,0,3,1,0,0,1,0,0,0,0,1,0
2871,3,0,2,2,1,0,1,1,0,0,1,0,0,0,0,1,0
2872,4,0,2,2,0,0,1,0,1,0,1,0,0,0,1,0,1
2873,4,1,0,2,0,1,5,1,0,1,0,0,0,0,0,1,0
2874,4,0,2,2,0,0,1,1,0,0,1,0,0,0,0,1,1
2875,1,1,0,3,1,2,4,1,0,0,1,0,0,0,0,1,1
2876,1,1,1,3,0,1,2,1,0,0,1,0,0,0,0,1,0
2877,3,1,0,3,1,0,2,0,1,0,1,0,0,0,0,1,0
2878,0,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1,1
2879,3,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2880,4,0,0,2,3,1,5,1,0,1,0,0,0,0,0,1,0
2881,1,1,0,2,1,0,1,1,0,0,1,0,1,0,0,0,0
2882,0,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1,1
2883,4,1,0,4,3,1,3,1,0,0,1,0,1,0,0,0,0
2884,4,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,1
2885,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,1,0
2886,3,1,0,3,3,1,5,0,1,0,1,0,0,0,0,1,0
2887,4,1,0,3,1,1,1,1,0,0,1,0,0,0,0,1,0
2888,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
2889,1,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1,0
2890,3,1,0,2,3,3,5,1,0,0,1,0,0,0,0,1,0
2891,4,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1,0
2892,4,0,2,3,2,3,4,1,0,0,1,0,0,0,1,0,1
2893,3,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1,0
2894,2,1,0,2,0,2,1,1,0,0,1,0,0,0,1,0,0
2895,4,1,0,2,1,0,5,1,0,0,1,0,0,0,0,1,0
2896,4,0,2,2,0,3,1,0,1,0,1,0,0,0,0,1,0
2897,1,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1,1
2898,4,0,0,3,3,2,3,1,0,0,1,0,0,0,1,0,0
2899,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,1,1
2900,4,1,0,3,3,0,1,1,0,1,0,0,0,0,0,1,0
2901,4,1,0,2,3,1,1,1,0,0,1,0,0,1,0,0,0
2902,4,1,0,4,3,1,5,1,0,0,1,0,0,0,0,1,0
2904,4,1,0,2,2,1,5,1,0,0,1,0,0,0,0,1,0
2905,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2906,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2907,1,1,0,2,1,0,1,1,0,0,1,1,0,0,0,0,1
2908,1,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,1
2909,4,1,0,2,3,2,5,1,0,0,1,0,0,0,1,0,0
2910,4,1,0,2,1,0,2,1,0,0,1,0,1,0,0,0,0
2911,4,0,2,1,0,3,0,0,0,0,0,0,0,0,0,1,0
2913,4,0,0,3,0,0,1,1,0,0,1,0,0,0,0,1,0
